110810;Полотенцесушитель электрический Energy U-G3K;http://santehnika-online.ru/upload/resize_cache/iblock/a22/732_722_1/POLOTENCESUSHITELI_ENERGY___10810_5.JPG;Тип: электрический;Подключение: скрытое электрическое соединение, электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 48;Ширина, см: 40;Высота, см: 77;Глубина, см: 10;Гарантия (лет): 2 года;Область применения: бытовая;Страна производитель: Великобритания;Количество секций: 3;Форма: E-образная;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Напряжение, В: 220 В;Теплоноситель: сухой;Электровыключатель: есть;Поворотный: 180 градусов;Комплектация: крепления, нагревательный кабель, световой индикатор, электрический кабель;Терморегулятор: нет;;;;;;;
319095;Полотенцесушитель электрический Terminus Евромикс 32/20 П6;http://santehnika-online.ru/upload/iblock/e0b/POLOTENCESUSHITELI_TERMINUS_EVROMIKS__N000219095_1.JPG;Тип: электрический;Подключение: электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 99;Ширина, см: 48.2;Высота, см: 60;Глубина, см: 15.5;Гарантия (лет): 10 лет;Область применения: бытовая;Страна производитель: Россия;Количество секций: 6;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Тип шва: контактная сварка;Напряжение, В: 220 В, 230;Теплоноситель: сухой;Терморегулятор: есть;Комплектация: нагревательный кабель, электрический кабель;Функция обогрева помещения: нет;Поворотный: нет;;;;;;
216849;Полотенцесушитель водяной Tera Богема 50x80 с полкой;http://santehnika-online.ru/upload/iblock/1e5/TERA_BOGEMA_S_POLKOY_N000116849_2.JPG;Артикул: ПСВ-30-17 (417838);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 50;Высота, см: 80;Глубина, см: 30;Гарантия (лет): 5 лет;Площадь обогрева, м2: 5.1;Область применения: бытовая;Страна производитель: Россия;Количество секций: 14;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50, 80;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 3;Комплектация: полка;Поворотный: нет;;;;;;;
217427;Полотенцесушитель водяной Tera Ребро-эк 50х60;http://santehnika-online.ru/upload/iblock/e8c/tera_rebroek__n000117425_1.JPG;Артикул: ПСВ-61-04 (421921);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 54;Высота, см: 60;Глубина, см: 11;Гарантия (лет): 5 лет;Площадь обогрева, м2: 2.8;Область применения: бытовая;Страна производитель: Россия;Количество секций: 5;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 10;"Дополнительная информация: диаметр резьбового соединения - 1""";Поворотный: нет;;;;;;;
110806;Полотенцесушитель электрический Energy U-G3;http://santehnika-online.ru/upload/iblock/665/POLOTENCESUSHITELI_ENERGY_U__10806_5.JPG;Тип: электрический;Подключение: скрытое электрическое соединение, электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 54;Ширина, см: 63.5;Высота, см: 77;Глубина, см: 10;Гарантия (лет): 2 года;Область применения: бытовая;Страна производитель: Великобритания;Количество секций: 3;Форма: E-образная;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Напряжение, В: 220 В;Теплоноситель: сухой;Электровыключатель: есть;Поворотный: 180 градусов;Комплектация: крепления, нагревательный кабель, световой индикатор, электрический кабель;Терморегулятор: нет;;;;;;;
292338;Полотенцесушитель водяной Двин D 50/40 1&quot - 1/2&quot с полкой;http://santehnika-online.ru/upload/iblock/834/POLOTENCESUSHITELI_DVIN_D_1QUOT_H_12QUOT_S_POLKOY_N000192338_1.JPG;Артикул: 00000000501;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 40;Высота, см: 50;Глубина, см: 16;Гарантия (лет): 3 года;Область применения: бытовая;Страна производитель: Россия;Количество секций: 6;Форма: E-образная;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: вертикальное;Теплоноситель: вода;Рабочее давление, атм: 8;Поворотный: нет;;;;;;;;;
110895;Полотенцесушитель водяной Energy Classic Modus 60x50;http://santehnika-online.ru/upload/iblock/32f/energy_classic_modus_600_500_enl.jpg;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 53;Высота, см: 63;Глубина, см: 25.85;Гарантия (лет): 5 лет;Область применения: бытовая;Страна производитель: Россия;Количество секций: 7;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное, вертикальное, диагональное;Теплоноситель: вода;Комплектация: крепления, полка;Терморегулятор: нет;Поворотный: нет;;;;;;;;
110921;Полотенцесушитель водяной Energy Prestige Modus 100x50;http://santehnika-online.ru/upload/resize_cache/iblock/271/732_722_1/POLOTENCESUSHITELI_ENERGY___10921_6.JPG;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 53;Высота, см: 103;Глубина, см: 25.5;Гарантия (лет): 5 лет;Область применения: бытовая;Страна производитель: Россия;Количество секций: 14;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное, вертикальное, диагональное;Теплоноситель: вода;Комплектация: крепления, полка;Терморегулятор: нет;Поворотный: нет;;;;;;;;
110830;Полотенцесушитель электрический Energy G ERGO 100x50;http://santehnika-online.ru/upload/iblock/510/ENERGY___10830_1.JPG;Тип: электрический;Подключение: скрытое электрическое соединение, электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 84;Ширина, см: 50;Высота, см: 100;Глубина, см: 10;Гарантия (лет): 2 года;Область применения: бытовая;Страна производитель: Великобритания;Количество секций: 10;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Напряжение, В: 220 В;Теплоноситель: сухой;Электровыключатель: есть;Комплектация: крепления, нагревательный кабель, световой индикатор, электрический кабель;Терморегулятор: нет;Поворотный: нет;;;;;;;
302700;Полотенцесушитель водяной Сунержа High-tech L 50x65;http://santehnika-online.ru/upload/iblock/ff0/POLOTENCESUSHITELI_SUNERZHA_HIGHTECH_50X65_N000202700_1.JPG;Артикул: 00-0052-5065;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 66;Высота, см: 52.8;Глубина, см: 8;Гарантия (лет): 7 лет;Площадь обогрева, м2: 3.2;Область применения: бытовая;Страна производитель: Россия;Количество секций: 6;Форма: E-образная;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Тип шва: электросварный;Межосевое расстояние: 50;Направление подключения: вертикальное;Теплоноситель: вода;Макс. температура теплоносителя: 105;Макс. давление, атм: 25;Испытательное давление, атм: 60;Рабочее давление, атм: 3;Комплектация: крепления, накидная гайка;Терморегулятор: нет;Поворотный: нет;
217425;Полотенцесушитель водяной Tera Ребро-эк 40х60;http://santehnika-online.ru/upload/iblock/68c/tera_rebroek__n000117425_1.JPG;Артикул: ПСВ-61-01 (421918);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 44;Высота, см: 60;Глубина, см: 11;Гарантия (лет): 5 лет;Площадь обогрева, м2: 2.4;Область применения: бытовая;Страна производитель: Россия;Количество секций: 5;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 40;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 10;"Дополнительная информация: диаметр резьбового соединения - 1""";Поворотный: нет;;;;;;;
217797;Полотенцесушитель электрический Tera M-образный 50x50;http://santehnika-online.ru/upload/iblock/5a6/POLOTENCESUSHITELI_TERA_MOBRAZNYY__N000117797_2.JPG;Артикул: ПСН-02-02 (429329);Тип: электрический;Подключение: электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 50;Ширина, см: 50;Высота, см: 50;Глубина, см: 11;Гарантия (лет): 5 лет;Область применения: бытовая;Страна производитель: Россия;Количество секций: 4;Форма: М-образная;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Норма теплоотдачи, Вт: 125;Напряжение, В: 220 В;Электровыключатель: есть;Комплектация: электрический кабель;Поворотный: нет;;;;;;;;
108982;Полотенцесушитель электрический Energy U-G2K;http://santehnika-online.ru/upload/resize_cache/iblock/aa8/732_722_1/POLOTENCESUSHITELI_ENERGY_U__8982_4.JPG;Тип: электрический;Подключение: скрытое электрическое соединение, электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 24;Ширина, см: 54;Высота, см: 40;Глубина, см: 10;Гарантия (лет): 2 года;Область применения: бытовая;Страна производитель: Великобритания;Количество секций: 2;Форма: E-образная;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Напряжение, В: 220 В;Теплоноситель: сухой;Электровыключатель: есть;Поворотный: 180 градусов;Комплектация: крепления, нагревательный кабель, световой индикатор, электрический кабель;Терморегулятор: нет;;;;;;;
218950;Полотенцесушитель водяной Tera Богема 40x80 с полкой;http://santehnika-online.ru/upload/iblock/9e6/TERA_BOGEMA_S_POLKOY_N000116849_2.JPG;Артикул: ПСВ-30-05 (417833);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 40;Высота, см: 80;Глубина, см: 31;Гарантия (лет): 5 лет;Площадь обогрева, м2: 4.4;Область применения: бытовая;Страна производитель: Россия;Количество секций: 14;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 40, 80;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 10;Комплектация: полка;Поворотный: нет;;;;;;;
217426;Полотенцесушитель водяной Tera Ребро-эк 50х50;http://santehnika-online.ru/upload/iblock/0d8/tera_rebroek__n000117426_2.JPG;Артикул: ПСВ-61-03 (421920);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 54;Высота, см: 50;Глубина, см: 11;Гарантия (лет): 5 лет;Площадь обогрева, м2: 2.2;Область применения: бытовая;Страна производитель: Россия;Количество секций: 4;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 10;"Дополнительная информация: диаметр резьбового соединения - 1""";Поворотный: нет;;;;;;;
217407;Полотенцесушитель водяной Tera Классика-эк 40х80;http://santehnika-online.ru/upload/iblock/972/tera_klassikaek__n000117407_2.JPG;Артикул: ПСВ-59-02 (421909);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 40;Высота, см: 80;Глубина, см: 13;Гарантия (лет): 5 лет;Площадь обогрева, м2: 3.4;Область применения: бытовая;Страна производитель: Россия;Количество секций: 6;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 40;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 3;Поворотный: нет;;;;;;;;
217413;Полотенцесушитель водяной Tera Классика-эк 50х60;http://santehnika-online.ru/upload/iblock/3af/tera_klassikaek__n000117413_3.JPG;Артикул: ПСВ-59-04 (421911);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 50;Высота, см: 60;Глубина, см: 14;Гарантия (лет): 5 лет;Площадь обогрева, м2: 2.8;Область применения: бытовая;Страна производитель: Россия;Количество секций: 5;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное;Теплоноситель: вода;Рабочее давление, атм: 3;"Дополнительная информация: диаметр резьбового соединения - 1""";Поворотный: нет;;;;;;;
292423;Полотенцесушитель водяной Двин Dw 50/60 1&quot - 1/2&quot с полкой;http://santehnika-online.ru/upload/iblock/707/POLOTENCESUSHITELI_DVIN_DW_1QUOT__12QUOT_S_POLKOY_N000192413_1.JPG;Артикул: 00000000581;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 60;Высота, см: 50;Глубина, см: 16;Гарантия (лет): 3 года;Область применения: бытовая;Страна производитель: Россия;Количество секций: 7;Форма: E-образная;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: вертикальное;Теплоноситель: вода;Рабочее давление, атм: 8;Комплектация: полотенцедержатель;Поворотный: нет;;;;;;;;
302500;Полотенцесушитель водяной Сунержа Галант 60x50;http://santehnika-online.ru/upload/iblock/64a/POLOTENCESUSHITELI_SUNERZHA_GALANT_60X50_N000202500_1.JPG;Артикул: 00-0100-6050;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 55;Высота, см: 65;Глубина, см: 11.1;Гарантия (лет): 7 лет;Площадь обогрева, м2: 2.7;Область применения: бытовая;Страна производитель: Россия;Количество секций: 5;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Тип шва: электросварный;Межосевое расстояние: 50, 60;Направление подключения: горизонтальное, диагональное;Теплоноситель: вода;Макс. температура теплоносителя: 105;Макс. давление, атм: 25;Испытательное давление, атм: 60;Рабочее давление, атм: 3;Комплектация: крепления, накидная гайка, кран Маевского, декоративные заглушки;Дополнительная информация: межосевое расстояние при горизонтальном подключении - 50 см, при диагональном - 60 см;Терморегулятор: нет;Поворотный: нет
302494;Полотенцесушитель водяной Сунержа Галант 80x50;http://santehnika-online.ru/upload/iblock/c15/POLOTENCESUSHITELI_SUNERZHA_GALANT_80X50_N000202494_1.JPG;Артикул: 00-0100-8050;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 55;Высота, см: 85;Глубина, см: 11.1;Гарантия (лет): 7 лет;Площадь обогрева, м2: 3.3;Область применения: бытовая;Страна производитель: Россия;Количество секций: 6;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Тип шва: электросварный;Межосевое расстояние: 50, 80;Направление подключения: горизонтальное, диагональное;Теплоноситель: вода;Макс. температура теплоносителя: 105;Макс. давление, атм: 25;Испытательное давление, атм: 60;Рабочее давление, атм: 3;Комплектация: крепления, накидная гайка, кран Маевского, декоративные заглушки;Дополнительная информация: межосевое расстояние при горизонтальном подключении - 50 см, при диагональном - 80 см;Терморегулятор: нет;Поворотный: нет
110913;Полотенцесушитель водяной Energy Prestige 80x50;http://santehnika-online.ru/upload/iblock/8d7/ENERGY___10913_1.JPG;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 53;Высота, см: 83;Глубина, см: 7;Гарантия (лет): 5 лет;Область применения: бытовая;Страна производитель: Россия;Количество секций: 9;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное, вертикальное, диагональное;Теплоноситель: вода;Комплектация: крепления;Терморегулятор: нет;Поворотный: нет;;;;;;;;
217390;Полотенцесушитель водяной Tera Ребро 50х80;http://santehnika-online.ru/upload/iblock/425/TERA_REBRO__N000117390_3.JPG;Артикул: ПСВ-12-17 (417009);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 50;Высота, см: 80;Глубина, см: 9;Гарантия (лет): 5 лет;Площадь обогрева, м2: 4;Область применения: бытовая;Страна производитель: Россия;Количество секций: 6;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50, 80;Направление подключения: горизонтальное;Поворотный: нет;;;;;;;;;;
217394;Полотенцесушитель водяной Tera Ребро 60х100;http://santehnika-online.ru/upload/iblock/d48/TERA_REBRO__N000117156_3.JPG;Артикул: ПСВ-12-31 (420701);Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 60;Высота, см: 100;Глубина, см: 9;Гарантия (лет): 5 лет;Площадь обогрева, м2: 5.9;Область применения: бытовая;Страна производитель: Россия;Количество секций: 7;Форма: лесенка;Цвет: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 100, 60;Направление подключения: горизонтальное;Поворотный: нет;;;;;;;;;;
110820;Полотенцесушитель электрический Energy H-G5;http://santehnika-online.ru/upload/resize_cache/iblock/79e/732_722_1/POLOTENCESUSHITELI_ENERGY___10820_4.JPG;Тип: электрический;Подключение: скрытое электрическое соединение, электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 34;Ширина, см: 40;Высота, см: 60;Глубина, см: 14.4;Гарантия (лет): 2 года;Область применения: бытовая;Страна производитель: Великобритания;Количество секций: 4;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Напряжение, В: 220 В;Теплоноситель: сухой;Электровыключатель: есть;Комплектация: крепления, нагревательный кабель, световой индикатор, электрический кабель;Терморегулятор: нет;Поворотный: нет;;;;;;;
302753;Полотенцесушитель водяной Сунержа М-образный 50x65;http://santehnika-online.ru/upload/iblock/bb4/POLOTENCESUSHITELI_SUNERZHA_MOBRAZNYY_50X65_N000202753_1.JPG;Артикул: 00-0007-5065;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 66;Высота, см: 52.8;Глубина, см: 8;Гарантия (лет): 7 лет;Площадь обогрева, м2: 4.6;Область применения: бытовая;Страна производитель: Россия;Количество секций: 4;Форма: М-образная;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: вертикальное;Теплоноситель: вода;Макс. температура теплоносителя: 105;Макс. давление, атм: 25;Испытательное давление, атм: 60;Рабочее давление, атм: 3;Комплектация: крепления, накидная гайка;Терморегулятор: нет;Поворотный: нет;;
110813;Полотенцесушитель электрический Energy I-G3;http://santehnika-online.ru/upload/iblock/404/ENERGY___10813_1.JPG;Тип: электрический;Подключение: скрытое электрическое соединение, электропровод с вилкой;Материал корпуса: нержавеющая сталь;Мощность, Вт: 28;Ширина, см: 55;Высота, см: 44;Глубина, см: 10;Гарантия (лет): 2 года;Область применения: бытовая;Страна производитель: Великобритания;Количество секций: 3;Форма: E-образная;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Напряжение, В: 220 В;Теплоноситель: сухой;Электровыключатель: есть;Поворотный: 180 градусов;Комплектация: крепления, нагревательный кабель, световой индикатор, электрический кабель;Терморегулятор: нет;;;;;;;
110896;Полотенцесушитель водяной Energy Classic Modus 80x50;http://santehnika-online.ru/upload/iblock/e84/energy_classic_modus_800_500.jpg;Тип: водяной;Подключение: к системе горячего водоснабжения, к системе центрального отопления;Материал корпуса: нержавеющая сталь;Ширина, см: 53;Высота, см: 83;Глубина, см: 25.75;Гарантия (лет): 5 лет;Область применения: бытовая;Страна производитель: Россия;Количество секций: 8;Форма: лесенка;Цвет: хром;Цвет креплений: хром;Угловая конструкция: нет;Монтаж: подвесной;Межосевое расстояние: 50;Направление подключения: горизонтальное, вертикальное, диагональное;Теплоноситель: вода;Комплектация: крепления, полка;Терморегулятор: нет;Поворотный: нет;;;;;;;;
